"As Dhoni said before on Bhuvaneshwar Kumar: With time Bowlers/Batsmen should mature and seek the next level, EG: Ashwin, Jadeja and Kohli: they had their weakness but they worked on their game and reached a status of Respect from the opponents. But Rohith, Dhawan and Raina are still an upset, despite all playing more than 100 international games during a period of over 4-5 years... Bring in Sarfaraz Khan into this team, he has the NOFEAR attitude required for T20 and can bown Leggies and Medium pace as additional attributes...'",Negative
"Difficult call to make. Both Yuvraj and Raina are match winners on their days, but the question is are those days in this World Cup? I guess the advantage both have is that they can bowl handy overs. Yuvraj certainly has bowled some valuable overs. Rahane is the obvious choice to come into the XI, but who would he replace? In my opinion it should be Raina.'",Positive
"I have a feeling however, India won't make a change. It's common throughout many past world cups that they go with the same XI for as long as possible.""",Neutral
"Yuvraj has placed some crucial innings, albeit small and shaky but he uses his confidence to ensure he is still there. Raina is a real hit or miss right now, and in my opinion is batting too high at 4, especially because he is having to come in early due to Rohit and Dhawan's poor form. Let Rahane come in. There is no harm in making a chance in a knock out match when you're dropping an out of form player.""",Negative
"If India doesn't drop Dhawan/Rohith on Thursday at Wankhede, and if they lose because of their top order's failure, then still I'm sure this same 15 devoid of Yuvraj (who has played decent in comparison) will be retained... Raina: Maybe we should try changing his jersey colour to yellow... that would be the last attempt :)""",Negative
"With Indian Cricket: It has always been the case that a few get more chances despite the ratio of their success is 1 out of 6 or 7 matches. EG: Rohith has always scored big on Flat trackes, we have not seen him play a fighting innings like how Kohli plays, Shikhar dhawan scores a Hundred at the verge of a Drop, but prior to that for 5,6,7 innings he stays pu in the team with the hope of him scoring big, despite the reason that he gets out playing cheeky... By now Rahane should have been the Mr.Dependable opener who could play his shots up the order and anchor the innings, but Kohli has been doing that as a single guy... If wankhede pitch is flat, Rohith and Dhawan will thrive but that performance will definitely allow them a cushion of 10 more matches... Yuvraj: his body is giving up and better for him to retire and give chance to Manish who is craving up for opportunities before his age dries up...'",Negative
"India will though need to review the team post the world cup. Raina looks out of depth and should make way for someone like Manish Pandey. Yuvraj has played a stellar role in a few matches, his contribution has been immense for India in some of the difficult matches they played against Pakistan and Australia, but clearly his time is over and this could be his swansong. Dhawan always looks in form, but consistency is a challenge. Rohit Sharma clearly is a king on flat tracks, but you dish out difficult tracks to him - pace, bounce, swing, spin and high quality bowlers and he is found out. Temperament is a challenge with him guess that's why he is not successful in tests. Still he is an asset in the short forms. India needs to explore Manish, Kedar, Shreyas and others post the world cup irrespective of the results.""",Negative
"Dhawan, Rohit, Raina all are match winners. India just need to notable innings in the remaining matches and with the SF being in Mumbai, i am sure one of these can play a matchwinning innings. I would refrain from making any changes in the WC unless Yuvraj gets injured. Manish should then probably replace him, Rahane suits more as an opener. India is currently winning owing to Kohli's batting, the immense contribution from their bowling and fielding and Dhoni's astute captaincy. Beauty of T20 cricket is that one player can carry most of the team and still win the match, which Kohli is doing via his batting. India must thank their fortune that they have Nehra & Bumrah who have turned around India's bowling stocks immensely, its pretty unbelievable that two months back no one would have seen them as being India's bowling spearhead in the WC. With all the batting frailties, India still look favorites because of Kohli's hunger & because of the fact that Dhoni likes to write his own script.""",Positive
"I think its unfair to include Yuvi here, sometimes only the number of runs do not matter...Yuvi has played 2 crucial innings and stayed giving support to Kohli who has been batting as if on another planet. Yuvi's contribution pales only because of what he is capable of, we are so used to see him blast the opposition out day in and day out that a strike rate of 110 plus on testing wickets is being questioned, which I feel is unfair...those few 20s he made were important innings....Raina is clearly the black sheet along with Dhawan...both seem to do well when the ball is not moving and pitch is not bowler friendly..which is where Dhoni's persistence theory may hurt India bad..In manish pandey and Rahane they have two thoroughly deserving people waiting, it is as if dhoni would feel vindicated if raina dhawan would make one 30-40 in 10 matches, which manish and rahane can as well do..dhoni really needs to show a bit more flexibility..we havent been best team, but we havent been worst !!!!""",Negative
"The only possibility for a replacement is if Yuvraj is not fit. In that case MSD might play Pandey as a lower order batsman as Rahane can play only in top 3. Negi might not play as Rohit, Shikar, and Raina are not in form. Had the openers been if form, Negi can replace Yuvraj and come in at 4 and try to smash it. So that Raina can play down the order. But that won't happen. Instead if Yuvi is not fit Pandey will get a game. A bowling option will be lost.Shikar and Rohit are not consistent and don't bowl. Pandey and Rahane might be similar and not huge hitters and won't bowl. Raina and Yuvraj can bowl and filed but don't bat well.""",Neutral
"God only knows how Rohit gets so many chances that equal to Dhawan and only Dhawan gets all the beating not Nohit!! First of all, why is he allowing Dot balls in T20. If you cannot hit all the balls out of park, agreed, can you not rotate strike. He gives enough confidence to all the bowlers - new or old!!! Bowlers feared to face Sehwag, Sachin / Ganguly/Gambir (on several occassions), but the case with Nohit is, they know that he will eat balls to get to that mood of hitting. So till then, it is benefit to them (may be 10 to 12 dot balls) and then, they will work him out, by inducing him to play some non-sense shots due to pressure of those dot balls, why he made himself. I also beleive Nohit gets praised by all commentators for his LAZY Elegance, all the Timing he has got playing shots, blah blah blah etc repeatedly, so IND can put up with him eternally for his once in blue moon performance. I also believe all these Non-performers will perform like a Charm once the IPL bell rings!!!'",Negative
"It seems Raina cannot handle 90 miles hr deliveries and specially short balls, he has trouble with spinning wickets and the off spinner has been his night mare. Yvraj has trouble with short pitch balls throughout his career and his reflexes are slowing down also. India has real problem at hand because only Kohli and Dhoni are batting with confidence. Yuvi is playing a balancing act at present but India might need fire works from him like old times and question is.....can he provide that'",Negative
"Yuvi has not done badly, he deserves to be in, if he is fit. The other three need to be pulled up for taking their place for granted- ""rash shots don\'t win matches; learn patience"" Secondly, India does not need a big hitter like Pandey at this stage (Hardik, Dhoni, Jaddu can manage that), rather they need someone like Rahane who can play second fiddle to Kohli. Quick loss of wickets has been a problem And Rahane deserves a chance.'",Positive
"MSD is not know for making changes so late in the game. If Yuvi is 80% he will play. Full stop. I don't see Dhawan-Rohit combo broken as MSD has faith in Dhawan who can suddenly up his game in a finals as he usually does. It will be a miracle if Windies don't target Dhawan, Raina and Yuvi with bouncers. It will be aplenty in display and how these three cope up will determine the results. Ash once again will be key and its hard for Jaddu to keep firing all 6 balls on the toes of some of the biggest hitters in the game. To me if Simmons play he along with Russell are the most dangerous and can become nemesis.""",Neutral
Writer is wrong about Yuvraj.',Negative
"For short term solution, replacing any of these non-performing players won't hurt. If Raina scores 10 runs or Rahane scores 10 runs, what difference does it make?""",Neutral
"For short term solution, replacing any of these non-performing players won't hurt. If Raina scores 10 runs or Rahane scores 10 runs, what difference does it make?""",Neutral
"IND's top 5 batsmen except Kohli have struggled in T20WC 2016. They did have good performances in series v AUS & SL. IND did not have a good batting preparation prior to the tournament due to the green tops at Asia Cup. Based on overall performances in the T20WC degree of disappointment (decreasing order) has to be 1. Rohit 2. Dhawan 3. Yuvraj 4. Raina. Both the openers have gone too hard in power play while the other 2 batsmen have not adapted to modified roles in match situations. It is time for batsmen to improve short selection, adapt to match situations & provide a solid batting foundation. Considering the strengths of WI, IND don't need to make more than 1 change for injured Yuvraj, If IND do make more than 1 change it could well backfire & critics may well have change the query to why new players weren't tried earlier. It is significant that IND recently lost ODI series in AUS 1-4 after drastic changes & lost in SF of CWC 2015 with just 1 50 innings each from Rahane & Kohli .""",Negative
"If Dhoni were a captain of soccer team, he probably would not make any substitution. Not changing 11, can't change 11, too late to change, etc are unscientific theories. Innovative thinkers such as NZ has said before its SF that it would go for horses for courses.""",Negative
"If Dhoni were a captain of soccer team, he probably would not make any substitution. Not changing 11, can't change 11, too late to change, etc are unscientific theories. Innovative thinkers such as NZ has said before its SF that it would go for horses for courses.""",Negative
"Dhawan, Rohit and Raina are three who are enjoying the fruits of Kohli and Dhoni. It is proved once on the first match of this T20 World cup, that India cannot cross 100 runs if Kohli and Dhoni can not contribute much. It is time for the openers to open their eyes in the Semifinal at least. Remember that this selection committee gives preference for form and consistency (Nehra).'",Negative
"Raina had taken his place for granted as he has put on weight and that will affect his movements and it shows. Yuvi must play if he is fit. Rohit and Dhawan do not guarantee a good opening burst as both of them had misfired and literally saved by Kohli's consistency. Dhoni must bring in some change to be on toes to fight in the SF clash with WI. Giving the players a guarantee on their previous performances and reputation is not logic at all in this sport, especially when people like Manish, Rahane are waiting in the dug out.""",Negative
"Either Yuvraj or Raina need to sitout and give place to Rahane. He is a cool customer when low scores like 120, 140 requires just singles and odd boundary. Dhoni can play Jadeja/Pandey up in the order above Rahane if hard hitting required.'",Positive
"This is more about being fair to all players. Players like dhawan and raina seem to be receiving unlimited chances over the last few years and their scores have not justified their assured place in the team, no matter how many times they fail. Rahane who has been outstanding in the last few years, especially on fast pitches and against quality pace attacks, has been a passenger without getting a fair number of chances. Also dhoni now talks about players making certain spots their own by peforming solidly but in the Bangladesh series, rahane who had performed well in the middle order, was shuffled in the batting order just to accommodate rohit sharma. And we have seen that the constant failures of dhawan, raina etc have been covered only by Kohli's brilliance otherwise India would have been out in the first round itself, so it is high time dhoni selects the team keeping the teams best interests in mind.""",Negative
"Raina is seating duck whenever pitch offers a bit to bowler in either spin or seam. It is not a speculation. His record shows that. His dismal test record confirms that. Give him a flat pitch and he transforms in to a world beater. Add Dhwan another one who struggles on the difficult conditions and you have scratchy start on hand that puts all the pressure on Kohli. Yuvraj is different cattle of fish. It is known that he is in twilight years but give him a big occasion and he will find a way to contribute. He will hang in there and provide a helping hand to his team. Asia cup and this world cup against Pakistan he was at the other end when Kohli was winning the world over. Not Raina not Dhwan not Rohit. India had such a difficult world cup due to failure of Rohit, Raina and Dhwan. And there non contribution is not surprising given that India has been playing on difficult decks. MSD needs to take a call on million question, weather his team can overcome a Kohli failure in knock outs.'",Negative
"It is Dhawan, Rohit and Raina, not Yuvraj. Yuvraj was holding the fort at the other end during the last match (and earlier matches too) allowing his partner to score freely. Unfortunately, he was injured during the last match. Yes, his reflexes have slowed down, but he isn't throwing away his wicket like Dhawan, Rohit and Raina. Rahane could still come in at 4 instead of Raina and score some 25 or 20 balls instead of succumbing to short balls every time.""",Positive
"@HERE2ROCK ON MARCH 30, 2016, 4:37 GMT'",Neutral
Fat & not fit?',Neutral
"Some may look stocky, but fortunately & tolerably fit.'",Neutral
"Those who look fit, AND are truly fit is a rarity.'",Neutral
"Someone might have committed a typo, while conveying the physio's instructions.""",Neutral
"/p , p /p , p '",Neutral
Raina is not the only one. There are many more.',Neutral
"Some may look fit, but are really not.'",Neutral
FITNESS - to - FATNESS is an error of just one alphabet.',Neutral
"I feel picking pandey in place of Yuvi to be strange. Yuvi proved to be more than a handy bowler at many instances. In case a bowler is having a bad day (Ashwin against Aus). Yuvi will be more hands on than anyone else. I think he must be backed up by Someone like Gurkreet Mann, who can bowl and Fire as a finisher. I agree he is not upto mark in Australia, But Indian grounds must be comfortable to him in shorter format.'",Positive
"It should be Rain, Yuvraj and Dhawan testing the faith.'",Neutral
"Raina appears to be overweight and unfit. He should take a leaf out of Kohli or Dhoni's book in regards to fitness. Raina, you are give a chance to represent billions of Indian fans, make the most of it.""",Negative
pandey should come in for yuvi if he is declared unfit ! otherwise same team.',Neutral
"And why can't Dhoni kick out Rohit Sharma and not Dhawan and simply bring Rahane?""",Negative
Yuvi will definatly fire. Raina is good fielder and good supporting bowler. These two can not be replaced in this WC. After that we can replace any one or two. If you want to replace replace Dhawan with Ajinkya OR Manish. These two will definitely will fire Semi final or final. Beter to look on Ajinkya instead or Dhawan. Rahane is came good in IPL as opener than Dhawan.',Positive
"why there is no mention of the hyped but miserably failing Rohit Sharma, he has come a cropper so far in this T-20 World cup, still the team management day dream for a miracle to happen in this regard. Let them take a leaf out of New Zelanders' book,though they have great seamers in Tim Southee and Trent Bolt , they have fielded a fine bunch of eleven cricketers who have not let down there team ;horses for courses,here in Indian team certain horses regularly fail yet they are pampered""",Negative
Rahane should come in and open the innings with Dhawan. Kohli at 3 and Rohit at 4 (where he normally bats for MI in IPL). Its time for Raina to go and learn to play short pitch balls.',Negative
"Include Rahane instead of either Dhawan or Raina. Rest of the team is just okay unless Yuvi is replaced due to injury. Pandey is an idol replacement but Yuvi's bowling will be missed.""",Neutral
"We have to leave aside sentiments and play like a professional team. If India persist with those non performing players it will start a worst precedence where by all captains coming after Dhoni will give chance to their preferred eleven irrespective of merit. Atleast to avoid this, I hope good sense prevail and players are selected based on current form for the knockout games'",Neutral
"It should be a major concern that India, with its vast pool of top-level cricketers, has to go into a home T20 World Cup carrying three players (Yuvraj, Nehra and Harbhajan Singh) - all of whom are very clearly past their Sell-By Date at this level.'",Negative
"Experience undoubtedly has a significant value, but - with the amount of T20 (IPL, etc) that the Indians play - where are the younger guys who should be filling those slots?'",Negative
"It should be a major concern that India, with its vast pool of top-level cricketers, has to go into a home T20 World Cup carrying three players (Yuvraj, Nehra and Harbhajan Singh) - all of whom are very clearly past their Sell-By Date at this level.'",Negative
"Experience undoubtedly has a significant value, but - with the amount of T20 (IPL, etc) that the Indians play - where are the younger guys who should be filling those slots?'",Negative
i have been a big fan of pandey from his underage cricket and have followed him from then but going in with him as replacement for yuvi isnt a wise thing to do as he as never played the role of finisher in t20 so expecting him to do that and do it successfully in semifinal of WC would be asking for too much so its a lot better to have rahane at 4 and push raina to 5....if yuvi is fit then raina has to be dropped and rahane needs to take his place',Neutral
"Pandey should have been in the team from the beginning. A brilliant player with strong nerve, this is what we need now! About time Raina and Yuvi stay out; not sure of Rahane. He's never been impressive. Negi could be given a chance rather than him. Dhawan and Rohit are class players, a few innings without big scores shouldn't mean they need to sit out. The author has analysed it very well. Really hopeful either Yuvi or Raina would be replaced with Pandey!""",Positive
"If Yuvi is injured, Pandey, though not in the original squad, can come in, even in the last minute, with ICC's permission. Logistics alone used to create delays in such emergency substitutions. But, fortunately, that isn't the case of Manish Pandey.""",Neutral
"A batsman who didn't have match practice (say Pandey, or Rahane for that matter) may play only at about 75%. But isn't 75% better than 65%? And, far better than 35%, excluding Dhoni's accompaniment to the virtuoso soloist Kohli?""",Neutral
"Our team management, often, thinks through a wrong anatomical part: Guts! Instead of the right one: Brain. Most of us took that approach, so far, with happy, if not wry, smile, since THAT delivered the goods!'",Negative
"That too, thanks to an Atlas who kept the wobbly world of India-team, firmly on his strong shoulders.'",Positive
"""West or East (Indies, I mean), East is the best"", makes good copy, for placard writers. But placards wrongly written, and blindly waved, can hit our own group. Left, right & the center!'",Negative
Forewarned is forearmed.',Neutral
"A batsman who didn't have match practice (say Pandey, or Rahane for that matter) may play only at about 75%. But isn't 75% better than 65%? And, far better than 35%, excluding Dhoni's accompaniment to the virtuoso soloist Kohli?""",Neutral
"Our team management, often, thinks through a wrong anatomical part: Guts! Instead of the right one: Brain. Most of us took that approach, so far, with happy, if not wry, smile, since THAT delivered the goods!'",Neutral
"That too, thanks to an Atlas who kept the wobbly world of India-team, firmly on his strong shoulders.'",Positive
"""West or East (Indies, I mean), East is the best"", makes good copy, for placard writers. But placards wrongly written, and blindly waved, can hit our own group. Left, right & the center!'",Positive
Forewarned is forearmed.',Negative
Come On!',Negative
"I was there at Wankhede during IND-SA warm ups and honestly Rahane struggled big time. In case Yuvi doesn't make it to the squad then Pandey/Negi can be the only options.""",Negative
"I even feel if Pandey comes in, he really needs to run well b/w the wickets. He is at times has brain fades at the crease. Saw him doing that that exactly at the DY Patil Stadium few days back.'",Negative
Wankhede is a batting paradise and the team who bats out the other out of the game will go to the Eden Gardens.',Neutral
"Rahane has not performed in any of the matches in Asia Cup , India-SL series or even the WT20 practice matches.'",Negative
Rahane needs to prove his worth as a top 3 batsman at the moment. He has played flamboyant innings but right now he is struggling. Dhoni is living in the present and Rahane at middle order is just not right!',Negative
"I won't prefer Negi because WI batsman will probably target him very badly and batting depth suffers if Negi is replaced by Yuvi.""",Negative
"You can't replace Raina with Rahane......Rahane is only good at opening the innings....so let him swap Dhawan.But that's an unlikely change in the semis.We have to stick to the same 11. Dhawan is due for a good innings.He will defenitly play well to retain his spot in the team.Same is the case with Rohit.Also the match is at wankhede,where Rohit is at his best in IPL.""",Positive
"Indian selectors have made the error of not including Manish Pandey in the original squad, he is a quality act as we saw against Australia in Australia. He is a match winner like Kohli, makes no sense not having him in the side and non performer like Raina getting so many chances.'",Negative
"The Indian team once again is a 1 man show ! The only reason for its victory in Asia cup and do far in WT20 is Virat Kohli, nothing more. Wherever Virat has not scored they fold'",Negative
People criticising Rainafor a Rahane are missing a point here. As the writer himself has correctly pointed out it is very rare Raina wastes any deliveries. In his good touch he can score upto 170 SR. On the other hand I have seen many innings of Rahane when he has scored at 110 or 115 SR even when he is in good touch. There is a reason why people like raina are difficult to remove from a t20 side.',Neutral
"whenever Yuvraj has batted, its been of help for the team. he may have scored just at sub-100 strike rate. But the important thing is that he had given Kohli the security to think about timing the chase well or timing the innings well knowing fully that Yuvraj will stay around for a few overs. It has really helped Kohli to play his natural game, settle in and go for the kill once he is settled... on the bowling front, Yuvraj won India the game with a spell of 3 overs for 19 plus a wicket. he more than filled Ashwin's quota of overs, who looked terrible for his 2 overs. Yuvraj also multiplied the drying of runs""",Positive
"1. I like Raina but he's been a frustrating international cricketer. I think his time is up after this world cup.""",Negative
"3. Dhawan is over-rated. His test and T20 record are sub-par. I think he's done well in ODIs despite being inconsistent. Rahane should replace him at the top in the T20s.""",Negative
5. Harbajan should not have been in the team. I mean what are his chances of playing in place of Ashwin?',Negative
"2. I don't know what to say about Rohit. I hope he will come good at the business end of the tournament.""",Neutral
"4. Yuvraj should never have been part of this team. He single-handedly lost the previous world cup final. He was not part of the plans in the next one and a half years and suddenly in the last six months, he's in the team. He hasn't looked like playing a substantial innings. I can understand Dhoni having him because of his bowling but he's hardly bowled in this tournament. Manish Pandey should have been in the team, especially after playing that match winning innings in Australia.""",Negative
"Wrong time for Yuvi to exit,esp when he is being his fluent best at hitting those free flow sixers and supporting Kohli in the middle with experience.Big big loss for India that.'",Positive
"why have a squad of 15 exactly and MSD has to answer it. Semis so what, who ever comes Kohli and MSD are not going to change their game. apart from ashwin bumraj nehra jadeja,who ever plays doesnt matter .The replacements can actually take place of Rohit,who is playing like a spectator. Dhawan is fielding well taking catches well at pressure situation.Bring in two spinners Bhajji & Negi .Ind can open with Kohli and dhawan, with Raina coming one down followed by MSD and Pandya.If these cant hit out no point in asking tailenders to do the job.'",Negative
Yuvraj Singh almost cost India the game by not retiring hurt. His inability to run help increase the scoring rate which otherwise would have been at manageable level...he should take the opportunity and announce his retirement.',Negative
Lot of people are forgetting that Yuvraj has had only 1 bad game.',Positive
I 100% agree that he is not the same flamboyant Yuvraj of the past. That Yuvi is hiding in there somewhere at the moment. But he has given balance to the side and did everything that has been asked of him.',Positive
"I can see Pandey coming in for Yuvi if he is not fit, but if he is fit, he has to play. It gives us additional bowling option.'",Positive
He bowled very well when he was asked to when our mainstream spinners were clobbered. And he has batted as the situation required in the rest of the games. India needed partnerships when Yuvi had walked in. Not fast runs. He has provided exactly what team needed at that stage without worrying about personal gains. A lesser character would have tried to slog and show he is in good touch to keep his place in team. But this guy did what was needed in previous games as well.',Positive
Ideally he should be coming ahead of Raina but that has not happened. There is very little he can do about that situation.',Neutral
"Let's see what these ppl do in the semis now....Dhawan, Raina & Rohit are all IPL material. Indian selectors will realize soon after Dhoni departs. It will be hard for India to fill his shoes especially when you have these 3 greats in the team. Also there was no need of Harbhjan visiting Australia when some young blood could have easily gained the experiance. Also there is no need of Yuvraj, batting lineup. Thank you very much and enjoy the game. India is lucky they won the game against Aussies & 100% Yuvraj was to be blamed if results were He wasted 3-5 balls, doubles, time & concentration of Virat..Yuvraj should have walked out retied hurt.""",Negative
"It amazes me that no oneis questioning extremely poor batting performance of Indian's EXCEPT the Great (yes, now we can call him that) Kohli. What is shameful is favouritism shown in selecting Raina. He has been given so many chances just because he is Dhoni's best buddy!. Ajinkya Rahane is the best Indian batsman only after Kohli. Yet, he is conveniently dropped to find a place for Raina. Yuvraj is a past star. You don't play a world cupt with a half fit past star. In his place Manish Pandey should have been in. Similarly Akshar Patel (in place of another past star Nehra) should play in the team. One can understand chances given to Dhawan and Rohit. Both have immense talent, but it is high time they show it in performance. India is a Nation of 1.25 billion. Our talent pool is rich. But favouritism is ruining the performance. Rather we take refuge is shinning stars like Kholi. Again, comparing Kohli with Sachin is not on yet. One day he may be greater than Sachin, but long way to go.""",Negative
"how virat sank to his knees at the end shows how much pressure & burden the guy is under with all the NPA's around him. feel for the guy.""",Positive
"how virat sank to his knees at the end shows how much pressure & burden the guy is under with all the NPA's around him. feel for the guy.""",Positive
"If Indian team management is non influential leave out Raina! Why Raina? Why dhoni backs him so much? Dhoni, let us support rahane he is class player!he deserves some chances... This is time!'",Negative
"yuvi's specialty is he stuck on the wicket n raina never stay on wicket let c what they do in semifinal""",Neutral
"If Yuvi is unavailable due to injury, then I would actually have Rahane open with Dhawan and have Rohit play at No 4. Play Raina at 5. And keep rest of the squad unchanged. Raina is not a No 4 batsman. He is better off at no 5.'",Neutral
And why is Rohit Sharma an automatic selection? Dhawan scores over Rohit Sharma on temperamental stuff. He has delivered in critical situations before. Rohit except scoring big in nondescript games has never delivered in crunch. There are severe temperamental issues exhibit A is also how he approaches test cricket .His mental preparation for championship games show lack of composing an innings either tuk-tuk or slam bang. With Dhawan there was a silver lining in last game and the pressure of Rohit not doing anything got Dhawan to try an extravagant hook.',Negative
And why is Rohit Sharma an automatic selection? Dhawan scores over Rohit Sharma on temperamental stuff. He has delivered in critical situations before. Rohit except scoring big in nondescript games has never delivered in crunch. There are severe temperamental issues exhibit A is also how he approaches test cricket .His mental preparation for championship games show lack of composing an innings either tuk-tuk or slam bang. With Dhawan there was a silver lining in last game and the pressure of Rohit not doing anything got Dhawan to try an extravagant hook.',Negative
"I saw a couple of comments on Rohit, but just before this WT20, he was firing all cylinders and was the most consistent batsman. This year he is one of the tope 3 rungetters in both ODIs and T20s and suddenly one series goes bad and couple of people start saying he does not perform..Shame people'",Positive
"Yuvi is now just a mere reflection of his old self. He looks so vulnerable against pace and bounce. In 2014 T20 finals, in Asia cup and now the present WT20 we can clearly notice his weaknesses. He was a liability in the last match too. But Kohli's brilliance his the weaknesses of the other batsmen. All that Kohli needed in his current form was a kid with a stick who can give the strike back to him and keep pace with him, which MSD did. Yuvi with his injury and poor running almost made a mess of that match. Rest of the batsmen too are not in any form worth mentioning. Let us hope at least a couple of others steps up in the semi's Cheers!""",Negative
"The author is not being fair to Yuvraj. Yuvraj may not be at his fluent best , but he had to rebuild the innings with Kohli on with India losing the top 3 with little on the board.These were knockout matches high-pressure situations while chasing but let's not be uncharitable , but for those partnerships, India would have lost against Pakistan . It was unfortunate he got injured else he might have added a few more run to the total. He has also contributed with the ball as well. The problem for India is the lower order , they hardly infuse any confidence , once we lose top 6 there is no stokes/butler /mmali .""",Positive
"Yuvi, Raina, Rohit and Dhawan has been feeding on the brilliance of Kohli in the recent past. Kohli may be the best in world cricket today, but he too will perish if he has to continue shouldering such pressure for long. It will be good if Yuvi's injury keeps him out of the future matches. This will allow Pandey to take his place. It would be good if Rahane or even Negi comes in place of Raina. As of now don't think we have any better options for openers, as we have already seen that Rahane is also Vulnerable against pace and swing initially, but he sure may do better than Dhawan or Rohit if given a longer rope. Let us hope that other batsmen also fire in the semi's as we need all guns blazing if Gayle has a good day. Cheers!""",Neutral
"
 
@Akila93, Are you saying, SL should eliminate an established young player with so much experience, solid international track-record to prove his consistency & skills should be eliminated to include a flat-deck player like Kusal, who had been given ample opportunities and failed miserably outside Bangladesh (Av 14.2 from 21 ODIs)! Are you saying the SL player who has the Highest Batting Average (69.4) with more than 300 Runs in England vs Eng should be dropped, to make room for a Gate-Opener like Kusal ? Tell me a single valid reason, why a player like Upul had been eliminated from the Central Contract & Squads during the past year, despite having such an incomparable batting record in the recent past & whole international career? Facts & Stats can't hide! I hope the Selectors will do a proper job for SL this time, rather than batting for privileged!
 
",Negative
"
 
@Akila93, I'll tell you why, scoring a triple century on a small club ground want make a player worthy at international level. There are so many other records like that from bowlers/batsmen in domestic history. But, every player who had that kind of instant domestic records didn't get selected for national side, because records based on CONSISTENCY, such as batting averages, accumulated runs, number of 100s, 50s are the significant things reflecting ABILITY! Sanga showed his potential & skills right from the beginning in domestic cricket with high averages as well as international level with decent scores in all conditions, without screwing the side like Kusal! Since July 2012 to the day he was axed July '13, Tharanga had played 20 ODIs-2 N/O, and accumulated 567 R at an Av of 31.5 on home soil & lively decks! Is this inconsistency for a player who had managed so many achievements right from the day he began his Career? People like you are just thinking about favorites, not about SL!!!
 
",Negative
"
 
those who are slashing Kusal, those who think he doesn't have a proper technique, those who think he is mediocre,then tell me why he is the only player to score a triple century in SL club history,  c'm on people he only played 28 odi, you cant expect every young batsman to score like kohli, think about Sanga's odi career, people called him gandasthara, slashed at him, sanga's 1st 45 mtches- 3- 50's , average 21.10, and took him 70 or 80 matches to get his 1st 100, if people like you were there on selection panel, there will be no"" great Sanga"", on the other hand tharanga is tried and failed option, how many times he was given chances he scores once in a while and fail 50 times, it better give chance to much younger player
 
",Negative
"
 
Ireland match was a good eye-opener for the responsible people in SL. We are about to lose 3 front-order experienced batsmen in the near future. They were the players who shouldered and absorbed the early breakdown pressure in numerous occasions! (since, Kusal opened the gate within the first 5 overs, 10 times in 17 innings that he opened, since June 2013). Dil, Sanga or Jaya somehow managed to stable the dented ship and Mathews with the help of lower order guys like Kulasekara, Thisara, Sachithra turned many ODIs to a winning streak from a losing path! Is there any logic or sense, trying to develop a mediocre player like Kusal at the expense of (DUMPING) an established young opener like Upul (29yrs) with 5000+ Runs & a Batting Average 34.03 better than Jayawardane-32.77 or even Jayasuriya-32.51.??? Specially at a time like this.???
 
",Negative
"
 
@ncpasan, Jayasuriya came as a bowler and played lower down in the batting order, during the first few years of his career. His batting average at that stage appropriate to the position he played as a bowler! But, remember from the day he became an opener, he showed his class playing everywhere! Being an outstation boy, otherwise he wouldn't have survived a day during that time!
 
",Positive
"
 
@ncpasan,   Kusal didn't open in that match, he came at number 4 and escaped twice due to dropped catches to  score 22 runs , when chasing  a small target like 75.  Is this anything significant to brag about? Even Malinga had scored more than 50 runs, coming at number 11 to win a match against Aus in Australia.  To be an OPENER, he should show some potential, in his technique.  Unfortunately, anyone who had played cricket would see his bareness in batting technicality.  Whether you like it or not, that is the naked truth pal!
 
",Negative
"
 
@King_Loyal I hope u were joking when u said kulasekera should open. With all due respect to kula he is not a genuine batsman besides his main duty is to bowl SL don't need a Irfan Pathan. I agree kusal is not ideal in swinging conditions but he is still young and he will learn remember jayasuriya didn't have any textbook technique yet scored a double century in England.
 
",Positive
"
 
can't understand why all people are bashing KUSAL. People have forgotten that he's the only player who played with ease to Johnson and co in Australia in their 3rd ODI in Australia. That too was his debut series at international level. 
 
 
FYI Jayasuriya's average in his first few years was BELOW 20. So stop comparing his overall stats with KUSAL. Give the lad some time to settle down. He'll be a great asset in the future especially against fast bowlers.
 
",Positive
"
FYI Jayasuriya's average in his first few years was BELOW 20. So stop comparing his overall stats with KUSAL. Give the lad some time to settle down. He'll be a great asset in the future especially against fast bowlers.
",Positive
"
Irish bowlers were really good, especially Tim Murtagh utilized the seaming conditions and opener Kusal Perera's inability to survive in such conditions, to the max! Irish fielding was superb throughout the match and they made SL baiting survival limited to the batting skills in the first hour of play! Too bad the 2nd match got washed away, they should have included a spare day. I'm sure Ireland will be the next test playing nation!
",Positive
"
He mantra lack of consistency is not Kusals problem.His performance is consistently poor
",Negative
"
not sure if kithruwan has the tekkers to play at this level..kusal is still young stop bashing him !
",Positive
"
I think there too much expectation on Kusal, people expecting him to be the second birth of Jaya and it win always remain a huge burden for him.
",Neutral
"
 
Kusal should bat at number 8 (hopefully he will not have to face spinners or front line bowlers at the death). Let the other guys carry the burden collectively, as they always did during the past year. Kulasekara can open the inning with someone, so the number 8 position becomes vacant for Kusal. Need just 10 runs on the board, you are well set for life!
 
",Negative
"
 
No need to bash kusal! he can continue! just drop kithruwan! he is very poor batsman!
 
",Negative
